course_code,canonical_title_current,observed_titles,first_seen_edition,last_seen_edition,active_current,contexts_seen,current_programs,current_program_count,historical_programs,historical_program_count,edition_count,ghost_flag,single_appearance_flag,stability_class,title_variant_class,current_title_confidence,canonical_cus,current_college,colleges_seen,notes_confidence
D774,Introduction to Business Accounting,Introduction to Business Accounting,2025-01,2026-03,True,AP,"Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design",6,"Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design",7,15,False,False,moderate,none,high,3,School of Business,School of Business,
D775,Introduction to Business Finance,Introduction to Business Finance,2025-01,2026-03,True,AP,"Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design",6,"Bachelor of Science, Business Management; Bachelor of Science, Communications; Bachelor of Science, Healthcare Administration; Bachelor of Science, Human Resource Management; Bachelor of Science, Management; Bachelor of Science, Supply Chain and Operations Management; Bachelor of Science, User Experience Design",7,15,False,False,moderate,none,high,3,School of Business,School of Business,
D776,Healthcare Leadership and Community,Healthcare Leadership and Community Engagement | Healthcare Leadership and Community,2024-06,2026-03,True,AP,"Bachelor of Science, Healthcare Administration",1,"Bachelor of Science, Healthcare Administration",1,22,False,False,moderate,extraction_noise,high,3,School of Business,School of Business,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
D777,Real Life Applications of Data Structures,Real Life Applications of Data Structures,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",3,"Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",3,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D778,Advanced Software Engineering,Advanced Software Engineering,2025-02,2026-03,True,AP,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",4,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",4,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D779,Software Product Design and Requirement,Software Product Design and Requirement,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",3,"Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",3,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D780,Software Architecture and Design,Software Architecture and Design,2025-02,2026-03,True,AP,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction; Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",6,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction; Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",6,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D781,Software Quality Assurance and Deployment,Software Quality Assurance and Deployment,2025-02,2026-03,True,AP,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",4,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",4,14,False,False,moderate,none,high,4,School of Technology,School of Technology,
D782,Network Architecture and Cloud Computing,Network Architecture and Cloud Computing,2025-02,2026-03,True,AP,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Master of Science, Computer Science, Computing Systems; Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",5,"Bachelor of Science, Software Engineering (BSSWE to MSSWE); Master of Science, Computer Science, Computing Systems; Master of Science, Software Engineering - AI Engineering; Master of Science, Software Engineering - DevOps Engineering; Master of Science, Software Engineering - Domain Driven Design",5,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D783,DevOps Foundations,DevOps Foundations,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - DevOps Engineering",1,"Master of Science, Software Engineering - DevOps Engineering",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D784,Continuous Integration and Continuous,Continuous Integration and Continuous,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - DevOps Engineering",1,"Master of Science, Software Engineering - DevOps Engineering",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D785,DevOps Security,DevOps Security,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - DevOps Engineering",1,"Master of Science, Software Engineering - DevOps Engineering",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D786,Microservices Design and Architecture,Microservices Design and Architecture,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - Domain Driven Design",1,"Master of Science, Software Engineering - Domain Driven Design",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D787,Scalability and Performance Optimization,Scalability and Performance Optimization,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - Domain Driven Design",1,"Master of Science, Software Engineering - Domain Driven Design",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D788,Domain Driven Design,Domain Driven Design,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - Domain Driven Design",1,"Master of Science, Software Engineering - Domain Driven Design",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D789,Applied Machine Learning for Business,Applied Machine Learning for Business,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - AI Engineering",1,"Master of Science, Software Engineering - AI Engineering",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D790,Human Centered AI,Human Centered AI,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - AI Engineering",1,"Master of Science, Software Engineering - AI Engineering",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D791,Integrating AI with Modern Software,Integrating AI with Modern Software,2025-02,2026-03,True,AP,"Master of Science, Software Engineering - AI Engineering",1,"Master of Science, Software Engineering - AI Engineering",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D793,Formal Languages Overview,Formal Languages Overview,2025-02,2026-03,True,AP,"Bachelor of Science, Computer Science (BSCS to MSCS); Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",4,"Bachelor of Science, Computer Science (BSCS to MSCS); Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",4,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D794,Computer Architecture and Systems,Computer Architecture and Systems,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",3,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",3,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D795,Applied Algorithms and Reasoning,Applied Algorithms and Reasoning,2025-02,2026-03,True,AP,"Bachelor of Science, Computer Science (BSCS to MSCS); Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",4,"Bachelor of Science, Computer Science (BSCS to MSCS); Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",4,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D796,Unix and Linux,Unix and Linux,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",3,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",3,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D797,Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning,2025-02,2026-03,True,AP,"Bachelor of Science, Computer Science (BSCS to MSCS); Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",4,"Bachelor of Science, Computer Science (BSCS to MSCS); Master of Science, Computer Science, Artificial Intelligence and Machine Learning; Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",4,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D798,Emerging Computing Systems,Emerging Computing Systems,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Computing Systems",1,"Master of Science, Computer Science, Computing Systems",1,14,False,False,moderate,none,high,4,School of Technology,School of Technology,
D799,Mobile and Ubiquitous Design,Mobile and Ubiquitous Design,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",2,"Master of Science, Computer Science, Computing Systems; Master of Science, Computer Science, Human-Computer Interaction",2,14,False,False,moderate,none,high,4,School of Technology,School of Technology,
D800,Human-Computer Interaction,Human-Computer Interaction,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Human-Computer Interaction",1,"Master of Science, Computer Science, Human-Computer Interaction",1,14,False,False,moderate,none,high,4,School of Technology,School of Technology,
D801,Machine Learning for Computer Scientists,Machine Learning for Computer Scientists,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning",1,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning",1,14,False,False,moderate,none,high,4,School of Technology,School of Technology,
D802,Deep Learning,Deep Learning,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning",1,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D803,Natural Language Processing,Natural Language Processing,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning",1,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning",1,14,False,False,moderate,none,high,3,School of Technology,School of Technology,
D804,Advanced AI for Computer Scientists,Advanced AI for Computer Scientists,2025-02,2026-03,True,AP,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning",1,"Master of Science, Computer Science, Artificial Intelligence and Machine Learning",1,14,False,False,moderate,none,high,4,School of Technology,School of Technology,
D805,Secondary Disciplinary Literacy,Secondary Disciplinary Literacy,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",10,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",10,14,False,False,moderate,none,high,3,School of Education,School of Education,
D806,Secondary Disciplinary Literacy,Secondary Disciplinary Literacy,2025-02,2026-03,True,AP,"Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary)",7,"Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary)",7,14,False,False,moderate,none,high,2,School of Education,School of Education,
D807,General Secondary Methods,General Secondary Methods,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",10,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",10,14,False,False,moderate,none,high,3,School of Education,School of Education,
D808,General Secondary Methods,General Secondary Methods,2025-02,2026-03,True,AP,"Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary)",7,"Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary)",7,14,False,False,moderate,none,high,2,School of Education,School of Education,
D822,Technology Governance,Technology Governance,2026-02,2026-03,True,AP,"Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)",2,"Bachelor of Science, Information Technology; Bachelor of Science, Information Technology (BSIT to MSIT)",2,2,False,False,ephemeral,none,high,3,School of Technology,School of Technology,
D827,Fundamentals of Information Security,Fundamentals of Information Security,2025-07,2026-03,True,AP,"Bachelor of Science, Cybersecurity and Information Assurance",1,"Bachelor of Science, Cybersecurity and Information Assurance",1,9,False,False,ephemeral,none,high,3,School of Technology,School of Technology,
D828,Legal Issues in Information Security,Legal Issues in Information Security,2025-07,2026-03,True,AP,"Bachelor of Science, Cybersecurity and Information Assurance",1,"Bachelor of Science, Cybersecurity and Information Assurance",1,9,False,False,ephemeral,none,high,4,School of Technology,School of Technology,
D829,Digital Forensics in Cybersecurity,Digital Forensics in Cybersecurity,2025-07,2026-03,True,AP,"Bachelor of Science, Cybersecurity and Information Assurance",1,"Bachelor of Science, Cybersecurity and Information Assurance",1,9,False,False,ephemeral,none,high,4,School of Technology,School of Technology,
D830,Introduction to Cryptography,Introduction to Cryptography,2025-07,2026-03,True,AP,"Bachelor of Science, Cybersecurity and Information Assurance",1,"Bachelor of Science, Cybersecurity and Information Assurance",1,9,False,False,ephemeral,none,high,4,School of Technology,School of Technology,
D831,Introduction to AI and Security,Introduction to AI and Security,2025-07,2026-03,True,AP,"Bachelor of Science, Cybersecurity and Information Assurance",1,"Bachelor of Science, Cybersecurity and Information Assurance",1,9,False,False,ephemeral,none,high,2,School of Technology,School of Technology,
D832,Managing Information Security,Managing Information Security,2025-07,2026-03,True,AP,"Bachelor of Science, Cybersecurity and Information Assurance",1,"Bachelor of Science, Cybersecurity and Information Assurance",1,9,False,False,ephemeral,none,high,3,School of Technology,School of Technology,
D833,Cybersecurity and Information Assurance,Cybersecurity and Information Assurance,2025-07,2026-03,True,AP,"Bachelor of Science, Cybersecurity and Information Assurance",1,"Bachelor of Science, Cybersecurity and Information Assurance",1,9,False,False,ephemeral,none,high,4,School of Technology,School of Technology,
D835,Social Studies Methods I,Social Studies Methods I,2025-02,2026-03,True,AP,"Master of Arts in Teaching, Social Studies Education (Secondary)",1,"Master of Arts in Teaching, Social Studies Education (Secondary)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D836,Social Studies Methods II,Social Studies Methods II,2025-02,2026-03,True,AP,"Master of Arts in Teaching, Social Studies Education (Secondary)",1,"Master of Arts in Teaching, Social Studies Education (Secondary)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D837,Secondary Social Studies Curriculum,Secondary Social Studies Curriculum,2025-02,2026-03,True,AP,"Master of Arts in Teaching, Social Studies Education (Secondary)",1,"Master of Arts in Teaching, Social Studies Education (Secondary)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D838,Teaching Adolescent Literature in Secondary,Teaching Adolescent Literature in Secondary,2025-02,2026-03,True,AP,"Master of Arts in Teaching, English Education (Secondary)",1,"Master of Arts in Teaching, English Education (Secondary)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D839,Teaching Writing in Secondary Schools,Teaching Writing in Secondary Schools,2025-02,2026-03,True,AP,"Master of Arts in Teaching, English Education (Secondary)",1,"Master of Arts in Teaching, English Education (Secondary)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D840,Teaching English Language Arts in Secondary,Teaching English Language Arts in Secondary,2025-02,2026-03,True,AP,"Master of Arts in Teaching, English Education (Secondary)",1,"Master of Arts in Teaching, English Education (Secondary)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D841,Secondary English Language Arts Curriculum,Secondary English Language Arts Curriculum,2025-02,2026-03,True,AP,"Master of Arts in Teaching, English Education (Secondary)",1,"Master of Arts in Teaching, English Education (Secondary)",1,14,False,False,moderate,none,high,2,School of Education,School of Education,
D842,Technology and Ethics: A Look at Emerging,Technology and Ethics: A Look at Emerging,2024-09,2026-03,True,AP,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary); Master of Arts in Teaching, Special Education",9,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science Education (Secondary Biology); Master of Arts in Teaching, Science Education (Secondary Chemistry); Master of Arts in Teaching, Science Education (Secondary Earth Science); Master of Arts in Teaching, Science Education (Secondary Physics); Master of Arts in Teaching, Social Studies Education (Secondary); Master of Arts in Teaching, Special Education",9,19,False,False,moderate,none,high,2,School of Education,School of Education,
D843,General Chemistry I,General Chemistry I,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Chemistry",9,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Chemistry",9,14,False,False,moderate,none,high,3,School of Education,School of Education,
D844,General Chemistry I Lab,General Chemistry I Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,14,False,False,moderate,none,high,1,School of Education,School of Education,
D845,General Physics I,General Physics I,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",9,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Endorsement Preparation Program, Physics",9,14,False,False,moderate,none,high,3,School of Education,School of Education,
D846,General Physics I Lab,General Physics I Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,14,False,False,moderate,none,high,1,School of Education,School of Education,
D847,General Earth Science I,General Earth Science I,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,14,False,False,moderate,none,high,3,School of Education,School of Education,
D848,General Earth Science I Lab,General Earth Science I Lab,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",8,14,False,False,moderate,none,high,1,School of Education,School of Education,
D849,General Biology I,General Biology I,2025-02,2026-03,True,AP,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",10,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Chemistry Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics)",10,14,False,False,moderate,none,high,3,School of Education,School of Education,
